price,mileage,power,make_model,date,fuel,gear,offer_type,version,link
11489,45,107,Suzuki,20-Dec,Gasoline,Manual,Used,"DL 1050 V STROM - Versand bundesweit ab 99,-",/offers/suzuki-others-dl-1050-v-strom-versand-bundesweit-ab-99-gasoline-black-affcbc15-5adb-40a1-899a-27484f6fa169
2000,10500,11,Piaggio Liberty 125,18-Jan,Gasoline,,Used,Liberty 125 S,/offers/piaggio-liberty-125-liberty-125-s-gasoline-grey-fe554bba-7e15-a226-e053-0100007f6236
57990,692,215,BMW HP4,19-Mar,Gasoline,Manual,Used,Race Nr.336,/offers/bmw-hp4-race-nr-336-gasoline-white-311ea4c5-ffda-4505-8aef-774c7c8a8938
10990,4530,,Husqvarna,20-Jan,,,Used,701 ENDURO,/offers/husqvarna-others-701-enduro-674486f1-d51f-4eda-b7a8-a25c3e0ece56
10000,24000,110,BMW R 1200 RT,12-Mar,Gasoline,,Used,,/offers/bmw-r-1200-rt-gasoline-grey-eacfbbbc-6046-fa2d-e053-0100007f5f22
16700,1950,102,Honda CRF 1100,20-Nov,Gasoline,Automatic,Used,,/offers/honda-crf-1100-gasoline-gold-556580c4-3989-856f-e053-0100007fd476
6200,5000,29,Yamaha X-Max 300,19-Jun,Gasoline,,Used,Unico nel suo genere,/offers/yamaha-x-max-300-unico-nel-suo-genere-gasoline-grey-2f8c3a61-c14e-4c4a-81b4-3db204351b85
8000,55500,155,Ducati Multistrada 1200,10-Aug,Gasoline,,Used,,/offers/ducati-multistrada-1200-gasoline-red-dbb291aa-f4d6-4251-8503-57da8039bcbf
14500,14000,125,BMW R 1200 RT,16-Mar,Gasoline,,Used,,/offers/bmw-r-1200-rt-gasoline-bronze-e5b20c67-fb06-49ec-b873-033ec7ee2c1e
10500,14000,140,MV Agusta Dragster,15-Jul,Gasoline,,Used,rr,/offers/mv-agusta-dragster-rr-gasoline-white-72611630-a10b-44ac-b51f-2e84608e2272
1200,1,15,Piaggio Zip SP,12-Sep,Two Stroke Gasoline,,Used,polini,/offers/piaggio-zip-sp-polini-two-stroke-gasoline-black-343ad043-1f42-44ef-993b-30293dcd109d
7000,9116,126,Triumph Tiger 800,14-Jun,Gasoline,,Used,,/offers/triumph-tiger-800-gasoline-black-0a99b7c3-2f63-fe78-e053-0100007f1d58
11500,17500,173,KTM 1290 Super Duke R,14-Jul,Gasoline,Manual,Used,,/offers/ktm-1290-super-duke-r-gasoline-orange-f96e6cbc-e376-5431-e053-0100007faa1d
31600,850,106,Harley-Davidson,20-Apr,Electric,Automatic,Demonstration,,/offers/harley-davidson-electric-black-a4fa7be4-5d1e-4998-a473-fa9e37545b2a
11990,610,,Suzuki Katana 1000,19-Aug,Gasoline,,Used,,/offers/suzuki-katana-1000-gasoline-silver-26fc411e-e798-446c-b3f0-ebb5e6fad082
2990,15880,,Honda,14-Jun,Gasoline,,Used,,/offers/honda-gasoline-white-49a87970-e9f7-4373-b5fb-cce27026cd1c
12999,39000,79,Harley-Davidson Fat Bob,14-Jul,Gasoline,,Used,dyna,/offers/harley-davidson-fat-bob-dyna-gasoline-black-15d230b8-6aa8-4d8a-a1b3-f993c2da3cd9
6250,17000,106,Yamaha XT 1200,10-May,Gasoline,Manual,Used,Z,/offers/yamaha-xt-1200-z-gasoline-silver-e6bef3bb-f6ef-c227-e053-0100007f9e09
9999,0,,Kawasaki W 800,21-Jan,,,New,ABS,/offers/kawasaki-w-800-abs-black-ab5af424-e0c7-4912-9070-297aeabc0ec1
12890,690,95,Honda CRF 1000,20-Feb,Gasoline,Automatic,Used,Africa Twin CRF 1000 L DCT * wie neu * Zubehör,/offers/honda-crf-1000-africa-twin-crf-1000-l-dct-wie-neu-zubehoer-gasoline-d5ad4ca4-9996-4afc-ac77-cad78526d71c
18000,25000,125,BMW R 1200 GS Adventure,18-May,Gasoline,,Used,"triple black, pachetto Dynamic",/offers/bmw-r-1200-gs-adventure-triple-black-pachetto-dynamic-gasoline-black-543d1ec5-1ae1-4440-91ff-fe8742de8e85
8500,75000,73,Kawasaki VN 1700,11-Aug,Gasoline,,Used,,/offers/kawasaki-vn-1700-gasoline-black-8c0fcac0-b66e-fd47-e053-0100007fac0b
1590,2352,10,Kymco Super 8,13-Apr,Gasoline,Automatic,Used,125 ccm,/offers/kymco-super-8-125-ccm-gasoline-black-6d33f42a-541f-4ff6-bdae-db3a99b157bb
14790,14300,125,BMW R 1250 GS,17-Apr,Gasoline,Manual,Used,,/offers/bmw-r-1250-gs-gasoline-black-2c2ccac6-f63a-3305-e053-0100007f37b5
6500,7100,61,Kawasaki Vulcan S,16-Apr,Gasoline,,Used,Typ EN650A Variante B1 Version X,/offers/kawasaki-vulcan-s-typ-en650a-variante-b1-version-x-gasoline-black-390c8f39-aabc-4f0f-b1b9-7b58965adc40
17000,20000,121,Harley-Davidson VRSC V-Rod,5-Apr,Gasoline,,Used,,/offers/harley-davidson-vrsc-v-rod-gasoline-black-bf0a27c5-66d4-bb07-e053-0100007fedd1
14500,17800,84,Harley-Davidson Road King,11-Aug,Gasoline,,Used,,/offers/harley-davidson-road-king-gasoline-black-7f2d019c-4255-8676-e053-e250040a9a68
9000,114000,71,Harley-Davidson Road King,6-Jan,Gasoline,,Used,FLHRi,/offers/harley-davidson-road-king-flhri-gasoline-grey-a91b5fba-5e45-bd68-e053-0100007f6986
24990,2200,84,Indian Chieftain,20-Apr,Gasoline,Manual,Used,,/offers/indian-chieftain-gasoline-brown-1879f0c3-75ce-507b-e053-0100007f80b1
1500,90000,77,Honda CBF 600,9-Jun,Gasoline,,Used,,/offers/honda-cbf-600-gasoline-red-aad0ecc2-515c-cf0c-e053-0100007f24a6
6000,17300,128,Kawasaki Ninja ZX-6R,9-Mar,Gasoline,Manual,Used,Zx6r,/offers/kawasaki-ninja-zx-6r-zx6r-gasoline-black-8ce7bf1a-3521-468b-8cbb-213023a9c99b
11999,27000,193,BMW S 1000 RR,13-Dec,Gasoline,,Used,,/offers/bmw-s-1000-rr-gasoline-white-afd83b5e-1342-4998-9833-c7aaf58cfa39
1000,650,11,Lifan King 125,11-Mar,Gasoline,,Used,,/offers/lifan-king-125-gasoline-black-c225e857-b7ce-fe2f-e053-e350040a1486
2200,4400,12,Yamaha NMAX,18-Jul,Gasoline,,Used,125,/offers/yamaha-nmax-125-gasoline-grey-711dfbfe-5cd0-4160-8468-6a83791aad1b
7199,1219,114,Suzuki GSX-S 750,18-May,Gasoline,Manual,Used,,/offers/suzuki-gsx-s-750-gasoline-blue-97169abb-db6a-0758-e053-0100007fb0ef
13500,19000,201,Suzuki GSX-R 1000,19-Jun,Gasoline,,Used,Abs,/offers/suzuki-gsx-r-1000-abs-gasoline-black-490cbe58-9322-40ac-9841-c0064976bab4
1000,31000,15,Honda SH 125,12-Feb,Gasoline,Automatic,Used,,/offers/honda-sh-125-gasoline-white-4079c0b9-7c4f-bc5d-e053-0100007face9
10658,7830,125,Suzuki VZR 1800,9-Nov,Gasoline,Manual,Used,,/offers/suzuki-vzr-1800-gasoline-white-6c25f5bd-2787-aa10-e053-0100007fa0e9
19900,4320,136,Can Am Maverick,16-Jun,Gasoline,Automatic,Used,Commander Max XT,/offers/can-am-maverick-commander-max-xt-gasoline-2852e3a2-8c2e-4d6b-aa63-8f7342521091
10500,2000,120,Kawasaki Versys 1000,18-Sep,Gasoline,,Used,,/offers/kawasaki-versys-1000-gasoline-green-154b17b7-c6fd-4f1e-8165-184c993d897d
7400,9000,69,Kawasaki Versys 650,18-May,Gasoline,Manual,Used,"ABS - ""Tourer"" - 2018 Km 9000",/offers/kawasaki-versys-650-abs-tourer-2018-km-9000-gasoline-white-00574644-f7dd-4a1a-b5fa-3c8f3a0b82e2
11250,5206,110,BMW R nineT,17-Jun,,Manual,Used,Urban GS,/offers/bmw-r-ninet-urban-gs-651c9751-bf84-4f04-ab07-1435a3e987b0
1890,13000,,Suzuki Burgman 200,9-Jul,Gasoline,,Used,,/offers/suzuki-burgman-200-gasoline-black-ec62f482-e12a-4a9a-a9f5-94911eba6b58
11989,11848,137,Ducati Monster 1200,14-Apr,Gasoline,Manual,Used,"S - Heckumbau, CLS EVO",/offers/ducati-monster-1200-s-heckumbau-cls-evo-gasoline-33c38e71-cdf9-453d-9195-11198286be4c
12900,8323,110,BMW R nineT,17-Dec,Gasoline,Manual,Used,Vintage 21 / Option 21 R,/offers/bmw-r-ninet-vintage-21-option-21-r-gasoline-d5eacb38-d870-4478-9e0e-ef9a02289ce1
9000,49100,56,Harley-Davidson FXD,Mar-95,Gasoline,Manual,Used,S DYNA SUPER GLIDE MIT RICK`S RÄDER,/offers/harley-davidson-fxd-s-dyna-super-glide-mit-rick-s-raeder-gasoline-blue-862b6544-b037-40c2-bc68-2e0ba41d4d08
7499,15310,116,Triumph Tiger 1050,12-Jun,Gasoline,,Used,,/offers/triumph-tiger-1050-gasoline-black-ef35e1ba-1b17-a12f-e053-0100007f54af
28240,0,,Ducati,21-Jan,,,New,MULTISTRADA V4 S TRAVEL&amp;RADAR,/offers/ducati-others-multistrada-v4-s-travel-amp-radar-grey-4ba559ab-8052-40fc-ae74-ee37ff8a7b7e
3950,11187,,BMW G 310 GS,18-Mar,Gasoline,Manual,Used,,/offers/bmw-g-310-gs-gasoline-white-d092fdac-0f2b-433f-b53b-5ad108852f38
13850,27999,152,Ducati Multistrada 1200,17-Jun,Gasoline,,Used,,/offers/ducati-multistrada-1200-gasoline-red-c3fbc4bf-5fa0-f144-e053-0100007f0582
13300,7684,126,Indian FTR 1200,20-Mar,Gasoline,Manual,Used,S Race Replica,/offers/indian-ftr-1200-s-race-replica-gasoline-red-cb532783-5f88-4d99-b975-7850211823c9
9500,36383,110,BMW R 1200 GS,12-Feb,Gasoline,Manual,Used,Scheckheftgepflegt,/offers/bmw-r-1200-gs-scheckheftgepflegt-gasoline-silver-22d36e6e-abc0-4b48-950d-57454afb27c2
16108,60000,65,Peugeot,Jun-70,Gasoline,,Used,Peugot 304 Cabriolet Oldtimer,/offers/peugeot-others-peugot-304-cabriolet-oldtimer-gasoline-white-22042263-59e7-4415-95d5-bc98140167ab
800,4169,1,Yamaha Slider 50,16-Dec,Two Stroke Gasoline,,Used,,/offers/yamaha-slider-50-two-stroke-gasoline-black-e947f5c3-2a60-cc3f-e053-0100007f26b4
11000,4500,165,BMW S 1000 R,20-Jul,Gasoline,Semi-automatic,Used,,/offers/bmw-s-1000-r-gasoline-black-22d46bc4-b2d4-0402-e053-0100007f8331
11490,21360,175,Aprilia,15-Jan,,,Used,TUONO V4 1100,/offers/aprilia-others-tuono-v4-1100-silver-01634110-8301-47e7-b091-6b362687911c
9700,4000,46,Yamaha,18-Jul,Gasoline,Manual,Used,T Max 530 T Max 530 SX,/offers/yamaha-others-t-max-530-t-max-530-sx-gasoline-black-356b6735-4b4b-4fbf-a552-67d2d5a38ff4
6400,13048,52,Kymco AK 550,17-Oct,Gasoline,Automatic,Used,i ABS Dekor,/offers/kymco-ak-550-i-abs-dekor-gasoline-black-ab227a63-9462-4c6a-ab83-77eb117e2c0f
9500,871,54,Triumph Bonneville T100,19-May,Gasoline,,Used,black edition,/offers/triumph-bonneville-t100-black-edition-gasoline-black-018702c2-17c8-4d34-ae03-eb73601782c4
7600,11563,200,Kawasaki Ninja ZX-10R,12-Jun,Gasoline,,Used,,/offers/kawasaki-ninja-zx-10r-gasoline-black-afe97ac4-b5b5-d55a-e053-0100007fd6be
10650,5200,53,Harley-Davidson Sportster 883,16-Jun,Gasoline,,Used,IRON 883 ABS FULL OPTIONS AVEC 5200 KMS GARANTIE,/offers/harley-davidson-sportster-883-iron-883-abs-full-options-avec-5200-kms-garantie-gasoline-grey-85705ce5-e010-420d-a490-9a81f920e173
1900,18600,4,Vespa 50,Apr-88,Two Stroke Gasoline,Manual,Used,Vespa PK 50 XL,/offers/vespa-50-vespa-pk-50-xl-two-stroke-gasoline-silver-f24ebb88-b321-4b6c-8d64-8d1f5cd4306f
9000,44083,160,KTM 1190 Adventure,13-Jun,Gasoline,,Used,KTM 1190 Adventuer 2013,/offers/ktm-1190-adventure-ktm-1190-adventuer-2013-gasoline-orange-789a031a-0982-4e49-9373-ba2b1d550135
13399,0,73,Yamaha Ténéré 700,21-Jan,,,New,RALLY EDITION,/offers/yamaha-tenere-700-rally-edition-black-e03a34ca-4762-46bb-989e-f49bb0724f61
11990,55459,71,Harley-Davidson,9-Jul,Gasoline,Manual,Used,FLSTC,/offers/harley-davidson-others-flstc-gasoline-red-7ef4ea07-bee7-470c-a3d1-e55a74bec35b
15000,14000,199,BMW S 1000 RR,16-Jun,Gasoline,,Used,,/offers/bmw-s-1000-rr-gasoline-white-501409c4-f5eb-f209-e053-0100007f17bc
7499,12000,,Kawasaki Versys 650,17-Jan,Gasoline,,Used,ABS,/offers/kawasaki-versys-650-abs-gasoline-grey-87e22cc6-59bb-4255-bc7e-fa10c161764c
8000,1980,60,BMW R 100,Jan-86,Gasoline,,Used,,/offers/bmw-r-100-gasoline-blue-ec9305c7-8669-872c-e053-0100007ff015
16000,13000,116,Harley-Davidson V-Rod,10-Jul,Gasoline,,Used,,/offers/harley-davidson-v-rod-gasoline-black-35a09ec2-688b-0c68-e053-0100007fee72
15200,4400,203,Suzuki GSX-R 1000,20-Jul,Gasoline,,Used,,/offers/suzuki-gsx-r-1000-gasoline-white-2b6b56b9-e3a2-185b-e053-0100007f42cd
1000,11500,3,Aprilia Scarabeo,15-Oct,Two Stroke Gasoline,,Used,,/offers/aprilia-scarabeo-two-stroke-gasoline-black-124435c4-3f44-2c34-e053-0100007fa70a
10499,3653,116,Yamaha Tracer 900,19-Mar,Gasoline,Manual,Used,,/offers/yamaha-tracer-900-gasoline-grey-dfea0e80-dab1-44b1-95c9-65270ea6c914
19500,20800,118,Honda GL 1800,12-Jul,Gasoline,,Used,Trike,/offers/honda-gl-1800-trike-gasoline-silver-e9089a4d-6237-468c-a61d-e1d987ffcb6b
9350,1800,95,Kawasaki Z 900,21-Jun,Gasoline,,Used,,/offers/kawasaki-z-900-gasoline-green-e967c16c-c8a3-415c-9144-731be44c9008
9289,14342,118,Kawasaki Versys 1000,14-Aug,Gasoline,Manual,Used,"Tieferlegung, 1. Hand",/offers/kawasaki-versys-1000-tieferlegung-1-hand-gasoline-silver-a87735c0-142b-4353-bd5a-fd1bc95c2abc
11250,7322,76,BMW F 750 GS,20-Jun,Gasoline,,Used,0,/offers/bmw-f-750-gs-0-gasoline-grey-cc16006f-874a-4948-8b97-9cdcb5c83297
15000,1100,106,Triumph Rocket III Touring,14-Jun,Gasoline,,Used,,/offers/triumph-rocket-iii-touring-gasoline-red-daed4b16-b4dc-4b75-aac9-4f2922a6979a
6520,300,46,Honda,21-Feb,Gasoline,Manual,Demonstration,CMX500 Rebel - jetzt probefahren,/offers/honda-others-cmx500-rebel-jetzt-probefahren-gasoline-grey-ef964750-c3f8-45a5-8d77-d25096f6c2da
8000,3000,116,Yamaha XSR 900,18-Apr,Gasoline,,Used,,/offers/yamaha-xsr-900-gasoline-grey-d3195a1a-f459-43c4-80b2-08ab3a9a1a7c
10500,2140,120,Yamaha MT-09,20-Aug,Gasoline,,Used,MT-09 ABS 2020,/offers/yamaha-mt-09-mt-09-abs-2020-gasoline-black-a3512081-374d-4907-9250-9f44c0a97ae4
10800,42000,76,Harley-Davidson Dyna Super Glide,8-Jul,Gasoline,Manual,Used,,/offers/harley-davidson-dyna-super-glide-gasoline-red-f1156ac0-dd23-052a-e053-0100007f653e
7200,28500,24,BMW R 26,Aug-56,Gasoline,,Used,,/offers/bmw-r-26-gasoline-black-858d62bc-393d-fa6c-e053-0100007f530f
1000,3000,1,Others,15-Mar,Gasoline,,Used,,/offers/others-others-gasoline-red-fc4b7dbd-74fa-3326-e053-0100007fe056
750,16000,14,Kymco Agility 50,14-Oct,Gasoline,,Used,,/offers/kymco-agility-50-gasoline-black-1d6c05b9-e407-ba25-e053-0100007f8bf7
22199,1,,Yamaha YZF-R1,21-Jan,,,New,ABS,/offers/yamaha-yzf-r1-abs-blue-7e4d9487-ebd2-42eb-a269-417ca39a7d6c
7500,6074,551,Suzuki Burgman 650,16-May,Gasoline,,Used,,/offers/suzuki-burgman-650-gasoline-white-b26bd4c2-7dc9-a04d-e053-0100007fb0be
11300,15500,125,BMW R 1200 R,15-Jul,Gasoline,Semi-automatic,Used,,/offers/bmw-r-1200-r-gasoline-white-f968b1c5-db5d-db31-e053-0100007f1f6b
1000,602,1,Luxxon,20-Aug,Electric,,Used,,/offers/luxxon-others-electric-black-918648c1-e423-2c53-e053-0100007f7370
6000,62000,98,BMW R 1200 GS,5-Feb,Gasoline,,Used,,/offers/bmw-r-1200-gs-gasoline-yellow-091f80b9-dbb0-fe40-e053-0100007fc6d0
100,40000,42,Kawasaki KLR 600,Jun-89,Gasoline,,Used,,/offers/kawasaki-klr-600-gasoline-black-f31d66bf-b108-c937-e053-0100007fc151
8000,5000,131,Kawasaki 900 Z,21-Apr,Gasoline,,Used,,/offers/kawasaki-900-z-gasoline-black-96d371c6-6944-5b46-e053-0100007f4157
13750,300,110,BMW R nineT,21-Feb,Gasoline,Manual,Demonstration,URBAN G/S,/offers/bmw-r-ninet-urban-g-s-gasoline-22221637-6241-4014-8c33-990ab12d7310
11360,59200,125,BMW R 1200 RT,14-Mar,Gasoline,Manual,Used,,/offers/bmw-r-1200-rt-gasoline-grey-7f5ab956-1518-4378-8bd2-55493b23567d
12500,15600,160,Ducati Multistrada 1200,17-Apr,Gasoline,,Used,Base,/offers/ducati-multistrada-1200-base-gasoline-red-92639b26-0e5e-4f04-97a9-ad24fe3c4d26
8990,13717,54,Triumph Street Twin,18-Jan,Gasoline,Manual,Used,,/offers/triumph-street-twin-gasoline-grey-5a1fb945-934b-4d5d-b82a-276f16230fe8
17999,28500,118,Honda GL 1800,11-Mar,Gasoline,Manual,Used,,/offers/honda-gl-1800-gasoline-blue-ebc54e4a-d13b-370c-e053-e250040a875e
8500,1900,476,KTM 350 EXC,20-Oct,Gasoline,,Used,F,/offers/ktm-350-exc-f-gasoline-orange-fe4f9e47-4819-4728-8952-23dcaa143610
6300,27300,125,MV Agusta Brutale 800,13-Mar,Gasoline,Manual,Used,,/offers/mv-agusta-brutale-800-gasoline-silver-cb8a3dc2-9ce0-6035-e053-0100007ff4fd
2800,7600,77,Hyosung GT 650i,14-May,Gasoline,,Used,,/offers/hyosung-gt-650i-gasoline-white-b508c0d4-fcab-4074-9454-41640c544158
800,1000,68,Polini,18-Jun,Gasoline,,Used,phantom f 12 r,/offers/polini-others-phantom-f-12-r-gasoline-black-7e44a4ac-d761-4671-bc9f-ed09624af170
9000,12800,86,Yamaha XV 1700,3-May,Gasoline,,Used,,/offers/yamaha-xv-1700-gasoline-black-ee1152c3-eb48-fa32-e053-0100007faf48
1650,676,44,Keeway Superlight,20-Jul,Gasoline,Manual,Used,,/offers/keeway-superlight-gasoline-brown-e8e0ed96-1ca2-43fd-b357-124726cdadc4
7950,70353,109,BMW R 1200 RT,10-Jan,Gasoline,,Used,,/offers/bmw-r-1200-rt-gasoline-black-3b71410c-eb34-4aa9-995c-17c8d0544a40
6000,32800,54,Harley-Davidson Sportster 883,4-Apr,Gasoline,,Used,,/offers/harley-davidson-sportster-883-gasoline-black-a31866c4-66b2-575d-e053-0100007fb87f
6500,14000,87,BMW F 800 R,14-Mar,Gasoline,Manual,Used,,/offers/bmw-f-800-r-gasoline-white-0dd87ec4-4e37-3c58-e053-0100007fb3f4
8990,5100,34,BMW C 400 GT,19-Sep,Gasoline,Automatic,Used,,/offers/bmw-c-400-gt-gasoline-white-b68711b6-5bda-4395-b69f-a0b03ccdd1a0
24500,4998,101,Ducati Panigale V4,19-May,Gasoline,Manual,Used,,/offers/ducati-panigale-v4-gasoline-white-5a109bc6-aa5d-a858-e053-0100007f427b
8990,18150,,BMW F 800 GS,15-Aug,Gasoline,,Used,ABS,/offers/bmw-f-800-gs-abs-gasoline-white-5ed382ee-c578-4666-af75-da01af4bcfbc
11699,24000,,Honda CRF 1000,17-Jan,Gasoline,,Used,L AFRICA TWIN,/offers/honda-crf-1000-l-africa-twin-gasoline-black-367bc15d-4351-49e1-9e5e-91b18cd23539
11800,6300,109,BMW R nineT,19-Aug,Gasoline,,Used,scrambler,/offers/bmw-r-ninet-scrambler-gasoline-blue-c3b7aab1-11c4-4511-af5c-18b1cf1425f0
9000,30000,125,Aprilia Caponord 1200,15-May,Gasoline,,Used,Rally,/offers/aprilia-caponord-1200-rally-gasoline-green-774d938a-aa32-429c-83d5-6858db01e348
10800,11121,27,Hercules,Mar-77,Gasoline,,Used,,/offers/hercules-others-gasoline-black-8160d8c6-c206-1447-e053-0100007f646d
10300,5500,114,Ducati Hypermotard 950,19-Jun,Gasoline,,Used,"TÜV neu, Garantie bis 2023",/offers/ducati-hypermotard-950-tuev-neu-garantie-bis-2023-gasoline-red-65aad550-8f69-4adf-8c8a-e4e485dd1bab
900,7000,10,Jonway,14-Sep,Gasoline,Automatic,Used,,/offers/jonway-others-gasoline-blue-8e0ae3c1-b146-a20f-e053-0100007fafed
2490,300,12,Kymco Like 125,20-Mar,Gasoline,Automatic,Demonstration,/ Like II S 125i CBS,/offers/kymco-like-125-like-ii-s-125i-cbs-gasoline-orange-68b2d702-ae1a-4e13-b733-556b1a6badfd
5900,30349,67,Kawasaki VN 1500,May-91,Gasoline,Manual,Used,unfallfreier Oldtimer aus 1. Hand,/offers/kawasaki-vn-1500-unfallfreier-oldtimer-aus-1-hand-gasoline-red-3b9fb3c6-d1de-d01a-e053-0100007f3405
10389,23200,73,Kawasaki VN 1700,9-Jul,Gasoline,Manual,Used,Classic Tourer TOP-AUSSTATTUNG !,/offers/kawasaki-vn-1700-classic-tourer-top-ausstattung-gasoline-black-503e01c2-3ce7-4e07-9b51-bb16f278a780
10500,5800,,KTM 790 Adventure,19-Jun,Gasoline,,Used,KTM 2019,/offers/ktm-790-adventure-ktm-2019-gasoline-orange-3f883c14-b599-47f0-b2e0-7bec5f41b53e
2000,3680,1,Honda SH 125,10-Jun,Gasoline,,Used,,/offers/honda-sh-125-gasoline-yellow-b3d22ec3-9f5e-344b-e053-0100007f6911
8990,23500,79,Harley-Davidson Fat Bob,9-Feb,Gasoline,Manual,Used,,/offers/harley-davidson-fat-bob-gasoline-black-0a73b41b-8d31-4b4b-b0f9-6fa868a2b454
9000,10000,35,Piaggio,Jan-63,Two Stroke Gasoline,,Used,,/offers/piaggio-others-two-stroke-gasoline-blue-76bbdf12-71ea-451b-a574-6f6f875aca57
7000,4000,65,Harley-Davidson Sportster Forty Eight,16-Oct,Gasoline,,Used,,/offers/harley-davidson-sportster-forty-eight-gasoline-black-21cb21c6-bf33-cc6b-e053-0100007f5bc1
16950,2536,97,Harley-Davidson,6-Jul,Gasoline,,Used,"Big Bear Prosteet ""The Sled"" Uniek",/offers/harley-davidson-others-big-bear-prosteet-the-sled-uniek-gasoline-violet-90e27e07-e662-4ffb-84bc-6effe4964bc8
16000,5622,58,Harley-Davidson,Jul-98,Gasoline,,Used,,/offers/harley-davidson-others-gasoline-black-fede5b0e-c694-41f8-a9c6-21989867b8c7
7500,5000,73,Ducati Scrambler,15-May,Gasoline,,Used,,/offers/ducati-scrambler-gasoline-yellow-043992b9-9eb4-5252-e053-0100007f9955
9800,68498,107,BMW R 1200 RT,14-Mar,Gasoline,Manual,Used,,/offers/bmw-r-1200-rt-gasoline-brown-01164abf-3afe-2a74-e053-0100007f9015
17750,10180,125,BMW R 1200 GS,18-Apr,Gasoline,Manual,Used,,/offers/bmw-r-1200-gs-gasoline-blue-f8fc02c4-7c31-0b51-e053-0100007fff06
2900,57100,33,Suzuki Burgman 400,15-Apr,Gasoline,Automatic,Used,,/offers/suzuki-burgman-400-gasoline-black-b6d379c0-38bd-5d30-e053-0100007f5786
10800,12905,11360,Suzuki V-Strom 1000,19-Apr,Gasoline,,Used,,/offers/suzuki-v-strom-1000-gasoline-black-a4adaf86-4ff3-412b-9bca-fc69c5aa7f2a
13599,0,,Piaggio,21-Jan,,,New,MP3 500 SPORT ADVANCED HPE,/offers/piaggio-others-mp3-500-sport-advanced-hpe-black-24c1b25b-cd7e-4f7b-88d4-1df22403e5b0
11950,45000,95,Victory Vision Tour,14-Sep,Gasoline,,Used,,/offers/victory-vision-tour-gasoline-black-c9d819c4-93ba-b928-e053-0100007f6c2e
18000,43402,82,Moto Guzzi 850 Le Mans,Oct-76,Gasoline,Manual,Used,1976 | Rood | 43.402 km,/offers/moto-guzzi-850-le-mans-1976-rood-43-402-km-gasoline-red-c232ee57-fa30-4fae-b017-7ea03ea4bb4c
9999,16500,193,BMW S 1000 RR,10-Mar,Gasoline,Manual,Used,,/offers/bmw-s-1000-rr-gasoline-white-70e73f49-f3db-46fb-b1cc-93ae26cacc72
13000,1,48,Yamaha TMAX 560,21-Jun,Gasoline,,Used,,/offers/yamaha-tmax-560-gasoline-grey-c3af4f9e-18bd-4f07-babc-2c3d0e7be531
3980,2,14,Honda SH 125,21-Jun,Gasoline,Automatic,Used,i ABS Topcase in div. Farben verfügbar,/offers/honda-sh-125-i-abs-topcase-in-div-farben-verfuegbar-gasoline-fbb19726-8361-4ae4-978a-d537b6db8c9e
12850,107000,118,Honda Gold Wing,9-Feb,Gasoline,,Used,,/offers/honda-gold-wing-gasoline-grey-086499ac-863f-5043-e053-0100007f171e
17500,135,16,Yamaha,20-Nov,Gasoline,,Used,Buggy Wolverline 850,/offers/yamaha-others-buggy-wolverline-850-gasoline-grey-651292bd-c57b-e401-e053-0100007fd15e
13250,2000,110,BMW R nineT,21-May,Gasoline,,Demonstration,"inkl. Gutschein* EUR 500,-",/offers/bmw-r-ninet-inkl-gutschein-eur-500-gasoline-9a9ab08e-4486-4d3a-8ac1-23cdd91fb4b4
6000,36000,150,Suzuki GSX-R 1100,Dec-91,Gasoline,,Used,,/offers/suzuki-gsx-r-1100-gasoline-blue-7679bfbd-b31f-dc73-e053-0100007feabf
6490,4350,54,Honda NC 750,19-Dec,Gasoline,Manual,Used,S | ABS | TOP | Inspektion neu,/offers/honda-nc-750-s-abs-top-inspektion-neu-gasoline-blue-8bf8d750-2de9-4829-a53d-2edf1ce1df59
12500,22100,121,Harley-Davidson VRSC V-Rod,9-Mar,Gasoline,Manual,Used,Muscle VRSCF Vrod,/offers/harley-davidson-vrsc-v-rod-muscle-vrscf-vrod-gasoline-beige-370837c5-4240-3105-e053-0100007f9246
8000,37669,50,BMW R 80,Mar-87,Gasoline,,Used,,/offers/bmw-r-80-gasoline-grey-9b325ec3-c353-5740-e053-0100007f6651
1000,6481,1,Peugeot Kisbee,16-Mar,Gasoline,,Used,,/offers/peugeot-kisbee-gasoline-brown-75130fd5-22ec-4608-8a55-e9e1ee9a1135
8990,31684,129,Honda Crosstourer,13-Jul,Gasoline,Manual,Used,VFR1200XC,/offers/honda-crosstourer-vfr1200xc-gasoline-silver-f913e90f-9b30-4c55-8d89-7e77eec0daba
59900,250,226,Ducati Panigale V4,18-Oct,Gasoline,,Used,SPECIALE,/offers/ducati-panigale-v4-speciale-gasoline-red-843f2a8a-7091-43e8-8a35-5e309d82483e
7899,0,,Yamaha X-Max 400,21-Jan,,,New,ABS,/offers/yamaha-x-max-400-abs-grey-6e38ffe9-06fa-4719-a5cf-1a46842d337d
9299,19221,,Suzuki,15-Dec,Gasoline,,Used,V STROM,/offers/suzuki-v-strom-gasoline-388c330b-7ecb-4ba8-85ae-f866ab137ae9
10999,300,,Yamaha MT-09,21-Jan,,,New,ABS,/offers/yamaha-mt-09-abs-black-4e998074-6362-4b20-b709-e709605b9567
11000,10000,165,BMW S 1000 R,19-May,Gasoline,Manual,Used,,/offers/bmw-s-1000-r-gasoline-black-37281ec4-4424-b135-e053-0100007f1d9e
